(0.999857821433813,2253388.522236252)
(0.9998074189933591,2253389.803176306)
(1.0013950117465855,2253391.021411704)
(1.0055987029762485,2253392.26822014)
(1.0070367117150654,2253393.510654863)
(1.0127835834085726,2253394.754563347)
(1.019119886841616,2253395.948471158)
(1.0227832875719927,2253397.191701777)
(1.022903907714607,2253398.425963636)
(1.0213089252161147,2253399.640158212)
(1.0203038826586717,2253400.863337941)
(1.0219697683390359,2253402.130374627)
(1.032052174492411,2253403.379436002)
(1.034477678197756,2253404.583565069)
(1.0352088377905386,2253405.808895839)
(1.0357589187232121,2253407.056575898)
(1.0363032515973398,2253408.295447973)
(1.0367513687080798,2253409.504922498)
(1.0374494804165768,2253410.730722015)
(1.0380811411295772,2253412.000848323)
(1.0386020304061063,2253413.213665258)
(1.0392016780159916,2253414.452838787)
(1.0396491704079502,2253415.68702457)
(1.0401535458439712,2253416.942864484)
(1.0406280684251428,2253418.189153596)
(1.0411216071524059,2253419.402902786)
(1.0414634651831582,2253420.637832387)
(1.0417052753706777,2253421.885731048)
(1.0420819837121882,2253423.125749733)
(1.042411045019474,2253424.368172047)
(0.8925078424596621,2253425.589712559)
(0.05697070325806759,2253427.064826248)
(0.045563973470639944,2253428.322220643)
(0.06520689643651943,2253429.576008254)
(0.11326298497171881,2253430.831769778)
(0.29642557346975373,2253432.052036787)
(0.5782709957308119,2253433.306185287)
(0.6600139133571793,2253434.550329331)
(0.6671920641643768,2253435.798561084)
(0.7188076419257121,2253437.048106487)
(0.8136444654611138,2253438.264818388)
(0.8016797421860453,2253439.511867449)
(0.8001853798058634,2253440.748674418)
(0.841147082972735,2253441.99229644)
(0.7633324613828765,2253443.255159434)
(0.8039756414372793,2253444.471366321)
(0.8310393729383793,2253445.719965572)
(0.8160025495258635,2253446.967324337)
(0.8742568039805448,2253448.23975586)
(0.8280778673172204,2253449.526330291)
(0.8573736215815413,2253450.77330694)
(0.7639459364305147,2253452.001564511)
(0.8262182290783615,2253453.220701269)
(0.8158226019514552,2253454.462979067)
(0.8266350195806256,2253455.726246921)
(0.7974184914304904,2253456.958569479)
(0.7615602442793579,2253458.180833843)
(0.7956244628260647,2253459.403967505)
(0.7740385704261938,2253460.66117131)
(0.7298252120331963,2253461.923444123)
(0.7464866902023035,2253463.138746223)
(0.7550205921161877,2253464.378085114)
(0.740858007486222,2253465.606275399)
(0.7641510384988353,2253466.863129358)
(0.7274515960664962,2253468.10115227)
(0.6667727216190033,2253469.366909469)
(0.6181285970484026,2253470.613062548)
(0.5698650808576484,2253471.859174438)
(0.6446954811773936,2253473.103624268)
(0.6475746895674684,2253474.374991438)
(0.5990440401789299,2253475.600442738)
(0.5871924441923404,2253476.820221373)
(0.6439826248858765,2253478.057923526)
(0.5492328539021327,2253479.293765615)
(0.5735960984480246,2253480.55017684)
(0.4706851691711587,2253481.997633328)
(0.5407652956040727,2253483.261410856)
(0.4910723204400928,2253484.527175091)
(0.4749109262258199,2253485.770940052)
(0.5023585386116878,2253486.987464378)
(0.47595349289371486,2253488.235995426)
(0.4393328455069054,2253489.469951608)
(0.5144447230979337,2253490.732980589)
(0.46298584174158663,2253491.995057698)
(0.4831439122286401,2253493.206166433)
(0.5217152119357137,2253494.446646549)
(0.3863932678686038,2253495.688627893)
(0.42298505129413505,2253496.943272904)
(0.46570977822423537,2253498.155498286)
(0.38638768200511214,2253499.395898259)
(0.5036694368111109,2253500.647656093)
(0.44260549719495584,2253501.898805047)
(0.45197391118886476,2253503.111444387)
(0.354885448624362,2253504.409233315)
(0.48623476108787883,2253505.647017453)
(0.35287978890527216,2253506.888775055)
(0.23837489571130002,2253508.141811409)
(0.35889334973263215,2253509.400121984)
(0.30569461221195704,2253510.618832703)
(0.3673516804921711,2253511.858893055)
(0.25679287538720835,2253513.139241809)
(0.37599974490089555,2253514.360710179)
(0.36442503734166853,2253515.598320669)
(0.3272545243121136,2253516.819873212)
(0.2906550734219002,2253518.059277195)
(0.3360854969996181,2253519.320024759)
(0.2998594044708384,2253520.563223817)
(0.3245048844624543,2253521.811603408)
(0.34470435521067083,2253523.046847259)
(0.32020497183575203,2253524.304179546)
(0.5165693412406188,2253525.560826065)
(0.5083715024746938,2253526.79934259)
(0.4856751818686207,2253528.043016167)
(0.46987789177858846,2253529.278478742)
(0.48617722080500714,2253530.506075087)
(0.44978311346122224,2253531.75044065)
(0.46183869723245147,2253532.988053346)
(0.5454468530445683,2253534.219178781)
(0.32288001966125635,2253535.451546239)
(0.3287410211006754,2253536.682321674)
(0.3080061209556311,2253537.947978624)
(0.3446687955478001,2253539.402167229)
(0.34494136232826633,2253540.62261149)
(0.23156458446507214,2253541.867795156)
(0.20369298884778156,2253543.136765579)
(0.1718193151134076,2253544.414839489)
(0.12752418790348655,2253545.67167553)
(0.15400994067809795,2253546.924228955)
(0.21567596570792155,2253548.146201775)
(0.12637925902593805,2253549.402956374)
(0.180213438656366,2253550.657954847)
(0.2621168641245304,2253551.908672478)
(0.15972870150678678,2253553.129271547)
(0.1601281240868347,2253554.376928435)
(0.14997073339317685,2253555.60831742)
(0.143538084509515,2253556.863652099)
