(0.999857821433813,3949609.075717427)
(0.9998074189933591,3949615.104331009)
(1.0013950117465855,3949615.104534072)
(1.0055987029762485,3949615.10471479)
(1.0070367117150654,3949615.104888428)
(1.0127835834085726,3949615.105055375)
(1.019119886841616,3949615.105254316)
(1.0227832875719927,3949615.105437128)
(1.022903907714607,3949615.105627713)
(1.0213089252161147,3949615.105787676)
(1.0203038826586717,3949615.105965597)
(1.0219697683390359,3949615.106140848)
(1.032052174492411,3949621.133202575)
(1.034477678197756,3949621.133485218)
(1.0352088377905386,3949621.133741633)
(1.0357589187232121,3949621.133979585)
(1.0363032515973398,3949621.134219722)
(1.0367513687080798,3949621.134455199)
(1.0374494804165768,3949621.13469228)
(1.0380811411295772,3949621.134917281)
(1.0386020304061063,3949621.135157874)
(1.0392016780159916,3949621.135400566)
(1.0396491704079502,3949621.135641063)
(1.0401535458439712,3949621.135873797)
(1.0406280684251428,3949621.136116417)
(1.0411216071524059,3949621.136346562)
(1.0414634651831582,3949621.136584102)
(1.0417052753706777,3949621.13680931)
(1.0420819837121882,3949621.137033858)
(1.042411045019474,3949621.137280775)
(0.8925078424596621,3949621.137524305)
(0.05697070325806759,3949621.137759126)
(0.045563973470639944,3949621.138181783)
(0.06520689643651943,3949625.133097161)
(0.11326298497171881,3949625.133319149)
(0.29642557346975373,3949625.133503029)
(0.5782709957308119,3949625.133676418)
(0.6600139133571793,3949625.133839543)
(0.6671920641643768,3949625.134042835)
(0.7188076419257121,3949625.134242423)
(0.8136444654611138,3949625.134418808)
(0.8016797421860453,3949625.134605109)
(0.8001853798058634,3949625.134805636)
(0.841147082972735,3949625.134985199)
(0.7633324613828765,3949631.176739611)
(0.8039756414372793,3949631.176984702)
(0.8310393729383793,3949631.177192617)
(0.8160025495258635,3949631.177397278)
(0.8742568039805448,3949631.177592161)
(0.8280778673172204,3949631.177789811)
(0.8573736215815413,3949631.177992454)
(0.7639459364305147,3949631.178167656)
(0.8262182290783615,3949631.178354231)
(0.8158226019514552,3949631.178543775)
(0.8266350195806256,3949631.178735689)
(0.7974184914304904,3949631.178951599)
(0.7615602442793579,3949631.179143568)
(0.7956244628260647,3949631.179368546)
(0.7740385704261938,3949631.179540815)
(0.7298252120331963,3949631.179852669)
(0.7464866902023035,3949631.180241927)
(0.7550205921161877,3949631.180593184)
(0.740858007486222,3949631.180964453)
(0.7641510384988353,3949631.181356685)
(0.7274515960664962,3949631.187015409)
(0.6667727216190033,3949631.187299921)
(0.6181285970484026,3949631.18772056)
(0.5698650808576484,3949631.188065235)
(0.6446954811773936,3949631.188394542)
(0.6475746895674684,3949631.188680295)
(0.5990440401789299,3949631.188914381)
(0.5871924441923404,3949631.189276793)
(0.6439826248858765,3949631.189623113)
(0.5492328539021327,3949631.189999908)
(0.5735960984480246,3949631.190312417)
(0.4706851691711587,3949631.190675042)
(0.5407652956040727,3949633.075489906)
(0.4910723204400928,3949633.075726241)
(0.4749109262258199,3949633.075935505)
(0.5023585386116878,3949633.076164087)
(0.47595349289371486,3949633.076369116)
(0.4393328455069054,3949633.076576753)
(0.5144447230979337,3949633.076772539)
(0.46298584174158663,3949633.076979888)
(0.4831439122286401,3949633.077168506)
(0.5217152119357137,3949633.077371179)
(0.3863932678686038,3949633.077565123)
(0.42298505129413505,3949641.122278411)
(0.46570977822423537,3949641.122713861)
(0.38638768200511214,3949641.123055874)
(0.5036694368111109,3949641.123409431)
(0.44260549719495584,3949641.123765587)
(0.45197391118886476,3949641.124112812)
(0.354885448624362,3949641.12445471)
(0.48623476108787883,3949641.124815177)
(0.35287978890527216,3949641.12510429)
(0.23837489571130002,3949641.125358525)
(0.35889334973263215,3949641.12570265)
(0.30569461221195704,3949641.126051003)
